Date,open,high,low,close,volume,returns,log_returns,dollar_vol
2018-01-02,407.90394082067246,409.7719029502441,402.3000544319575,404.9348449707031,6112248,-0.0037251141605995075,-0.003732069677122446,2475062196.30249
2018-01-03,404.46297300080283,405.6820545192454,400.5697369217632,401.63153076171875,6846552,-0.008157643754326371,-0.008191099400528463,2749791160.199707
2018-01-04,401.51355985466495,401.51355985466495,397.0304409663982,399.31134033203125,8947614,-0.005776913045863474,-0.005793663951536448,3572883739.1136475
2018-01-05,399.27207231213316,403.6372202267694,395.6148030880412,397.9743347167969,11025976,-0.003348278599156873,-0.0033538966279346915,4388055463.203369
2018-01-08,403.0472326148822,408.5921209010333,401.1399306423506,407.4320373535156,5594690,0.023764604427189973,0.02348662170213394,2279455945.0613403
2018-01-09,408.98547241921244,410.91243280368457,404.62034861261975,409.516357421875,9948236,0.005115749075350395,0.005102708088418087,4073965369.493164
2018-01-10,411.6595433544917,415.2774718237705,406.25228460678636,413.8027648925781,9468634,0.010466999408004884,0.01041259964197572,3918146928.9558716
2018-01-11,414.98261112278584,426.0527562395997,414.98261112278584,423.06402587890625,16775298,0.02238085815770785,0.022134082006659943,7097025107.198364
2018-01-12,426.99648196415524,427.0357978801231,420.99934063322485,424.10601806640625,18016528,0.002462965706751641,0.002459937577814634,7640917949.461914
2018-01-15,424.7155936225588,429.8082289923236,418.85608185032805,425.1678466796875,10649250,0.002503686738807298,0.0025005577367699827,4527718691.253662
2018-01-16,425.2071239501012,446.2659560884546,425.2071239501012,441.5665283203125,22646966,0.03856990073141486,0.037844671391357804,10000142153.608154
2018-01-17,442.35313103695063,456.8839404297429,441.62561847034806,453.0693359375,26154088,0.02604999899096372,0.02571647752121803,11849615282.210938
2018-01-18,450.27722137902714,458.10300976203047,445.2042195022711,453.3052673339844,13204970,0.0005207401555793467,0.000520604617475911,5985882455.987244
2018-01-19,450.27719781017515,451.41764747545477,446.7379010588288,449.6676330566406,5988278,-0.008024690069757368,-0.008057061190228271,2692734794.345154
2018-01-22,445.2239037301715,454.97660431333856,445.1649058466372,452.2434997558594,9650214,0.00572837916242519,0.0057120343881809435,4364246552.752991
2018-01-23,454.20973535910673,467.1871563693669,454.20973535910673,462.9006652832031,15403796,0.023565104933729097,0.023291734192633008,7130427416.286743
2018-01-24,461.996123709658,480.1841725975396,459.1253421967961,466.3219299316406,20604718,0.007390926185738778,0.007363747127580524,9608431863.457214
2018-01-25,464.8276831763455,465.3782501008624,457.0608923618507,462.2322082519531,13548914,-0.008770168025953762,-0.008808852293988685,6262744437.635803
2018-01-29,458.7518366592259,470.43149597815017,458.2209037771809,465.1815490722656,10823002,0.006380647578553944,0.006360377425569512,5034660835.972229
2018-01-30,463.6085828204634,465.2602355224607,457.2378195310733,460.3642272949219,8628312,-0.010355788588242931,-0.010409782859203466,3972166186.739502
