Date,open,high,low,close,volume,returns,log_returns,dollar_vol
2018-01-02,106.86605778624069,109.62356480732916,106.39237445833562,107.83033752441406,7665379,0.006791971985564249,0.006769010454587138,826560404.8225555
2018-01-03,108.4055288874252,108.4055288874252,104.46381691543544,104.86982727050781,5860470,-0.027455262794071844,-0.027839202279301003,614586476.6239929
2018-01-04,104.92057861002543,105.90177831668224,104.02396496629366,105.44501495361328,3905556,0.005484777634102489,0.005469791015129466,411821410.8221741
2018-01-05,105.90178127203755,106.20629248379187,104.1085539345312,104.73448944091797,4301878,-0.00673835091215913,-0.006761156102651808,450554995.9671173
2018-01-08,104.88674350074093,105.86794318811889,104.58223230346759,105.27584075927734,4760660,0.005168797033805683,0.005155484655367551,501182484.0690613
2018-01-09,105.76643285426883,108.2701815424278,103.6686944901871,107.32281494140625,12201522,0.019443911987456763,0.019257294303145857,1309501687.609497
2018-01-10,107.05214499235726,110.92618373425461,106.61229473288257,110.5370864868164,10163032,0.029949564285702168,0.029509834329725263,1123391947.1522827
2018-01-11,109.47130435450033,110.31716491752401,107.93183537634488,108.6423568725586,5643897,-0.01714112136005863,-0.01728973105354061,613166272.0259628
2018-01-12,108.60852771203315,109.5389743646442,107.32281685679088,107.86416625976562,8433768,-0.007162865710892197,-0.007188642196244871,909701353.748291
2018-01-15,107.88107688815415,109.70813698824213,106.03710370784299,106.57845306396484,3187225,-0.01191974351059688,-0.011991353268771696,339689510.06679535
2018-01-16,107.22130879217511,113.0069933919837,106.91679762721033,112.31338500976562,16443849,0.05380948757399273,0.05241168195425894,1846864343.7794495
2018-01-17,112.66865367694115,112.8378257882661,109.96189989574192,110.19873809814453,8113347,-0.01882809347645631,-0.019007598761119907,894080601.1523666
2018-01-18,110.63859929438733,111.06152961457029,108.99763102880377,110.08032989501953,4722081,-0.0010744969059404141,-0.0010750745915922236,519808234.2710037
2018-01-19,110.63859421618352,111.6536269380336,108.43935665217501,111.2983627319336,4288268,0.011064945372853296,0.011004176721754692,477277207.3557434
2018-01-22,107.25514018837508,111.29835067218961,107.25514018837508,108.79460906982422,12193514,-0.022495871463444228,-0.022752763564726476,1326588588.8174286
2018-01-23,108.98071222246585,109.2683034665249,106.03711991611534,106.66305541992188,8613403,-0.01959245653922348,-0.01978693308934237,918731881.5431213
2018-01-24,107.0859708030433,109.42054724628694,105.63108793567433,106.22319030761719,17542056,-0.00412387504345324,-0.004132401666031311,1863373152.874878
2018-01-25,106.81529966910726,107.59349416232048,104.4638099915434,105.5465087890625,22129831,-0.006370374647899912,-0.006390752071791981,2335726402.141968
2018-01-29,106.27395352872914,106.95064201883376,104.75140442599375,105.27584075927734,9397269,-0.0025644432287769137,-0.002567737045723157,989305394.8160934
2018-01-30,104.73448777123446,105.66493447454229,103.09351950758149,103.97321319580078,6079993,-0.012373471007988801,-0.012450659790066035,632156408.4179764
2018-01-31,103.9053293046119,104.87275723970914,102.36083412488976,103.43009948730469,7530432,-0.005223592613929462,-0.005237283270915553,778873330.9423828
2018-02-01,103.54888975091961,104.9236602838716,101.83467729184704,102.08926391601562,5872873,-0.012963688306745214,-0.013048450262618744,599557281.6422424
2018-02-02,101.59708188123,102.66634732513569,100.20534273641731,102.03836822509766,6713662,-0.0004985410704875237,-0.0004986653834054523,685051115.2948456
2018-02-05,101.15579085002797,103.71862567399367,100.45991790432258,101.4103775024414,5851054,-0.00615445673602788,-0.0061734734701460155,593357594.9271698
2018-02-06,99.01725958403105,100.52780428306711,98.47414277685544,100.01863098144531,6489310,-0.013723906322729018,-0.013818949704597275,649051902.2142029
2018-02-07,101.22367989337828,101.22367989337828,97.76130411349878,98.21955871582031,6662763,-0.01798737143241591,-0.018151110661904574,654413641.6880951
2018-02-08,98.47413661072552,100.01862471860457,97.43881486648104,98.37229919433594,14125508,0.0015550922902998199,0.001553884386390035,1389558699.2479858
2018-02-09,98.100745113942,98.100745113942,96.40349396061387,96.7429428100586,8405269,-0.016563162573424495,-0.016701865455750618,813150458.1701584
2018-02-12,97.72734669453128,98.76266845667696,97.04844898980744,98.08377075195312,6722288,0.013859697699366569,0.013764530407644296,659347355.1206055
2018-02-14,98.44019420698687,100.73147394640874,98.28743808069603,99.61128997802734,8063123,0.015573618493289754,0.01545359423420471,803178083.2815018
2018-02-15,100.34110072526305,100.34110072526305,98.59293786372204,99.28881072998047,4415065,-0.0032373764873239175,-0.0032426281280060554,438366553.1455612
2018-02-16,99.44157035472477,100.44294174897715,98.45716726014327,98.77964782714844,8209045,-0.005128099521875762,-0.005141293349732416,810886574.0972137
2018-02-19,99.4585472259728,99.4585472259728,98.03285781839675,98.42322540283203,4420870,-0.0036082576943390343,-0.0036147831578984945,435116284.48661804
2018-02-20,98.44019784639066,99.5434066506024,98.13469248861875,98.9323959350586,9160624,0.005173276227664836,0.005159940806306972,906282480.5802002
2018-02-21,99.79798423181532,100.08651435779275,98.62688161775988,99.18697357177734,13748271,0.002573248472480749,0.002569943337371916,1363649392.3346329
2018-02-22,99.42458388674385,99.88284532973137,98.79660493574772,99.3397216796875,12838500,0.0015400016999169708,0.0015388171133200643,1275373016.784668
2018-02-23,100.3071679762399,100.45991720418142,99.22092745651665,100.13744354248047,9779768,0.008030240565452207,0.007998169760133535,979320965.9585571
2018-02-26,100.0695558244635,100.37506120537702,98.5759793336349,98.98332214355469,13418935,-0.011525373108173809,-0.011592304994451364,1328250765.928421
2018-02-27,99.27185218187228,99.91680645045116,98.83056586492216,99.03424072265625,10467034,0.0005144157419540996,0.0005142834755343228,1036594764.8082275
